"Ranking","Name","Result_m","Announced","Points","Penalties","Date","Place","Country"
271,"Michael BOARD ",95,95,95,0,2014-09-19,"AIDA Team World Championships 2014","United Kingdom"
272,"Michael BOARD ",95,95,95,0,2014-08-25,"2014 AIDA EuroCup","United Kingdom"
273,"Stephane TOURREAU ",95,95,95,0,2015-09-11,"2015 AIDA Depth World Championships","France"
274,"Stephane TOURREAU ",95,95,95,0,2015-11-01,"Big Blue","France"
275,"Alfredo ROEN ",95,95,95,0,2012-11-20,"Suunto Vertical Blue 2012","Spain"
276,"Alfredo ROEN ",95,95,95,0,2012-11-20,"Suunto Vertical Blue 2012","Spain"
277,"Alfredo ROEN ",95,95,95,0,2012-11-20,"Suunto Vertical Blue 2012","Spain"
278,"Stig PRYDS ",95,95,95,0,2015-05-25,"FreedivingWorld Competition","Denmark"
279,"Stephane TOURREAU ",95,95,95,0,2016-04-22,"Vertical Blue 2016","France"
280,"Homar LEUCI ",95,95,95,0,2016-04-22,"Vertical Blue 2016","Italy"
281,"Alfredo ROEN ",95,95,95,0,2016-04-22,"Vertical Blue 2016","Spain"
282,"Alejandro  Lemus ",95,95,95,0,2014-11-27,"Suunto Vertical Blue","Mexico"
283,"Jonathan  Sunnex ",95,105,84,11,2013-09-09,"2013 Kalamata Open","New Zealand"
284,"Dean Chaouche ",95,95,95,0,2015-06-06,"NIRVANA OCEANQUEST","United Kingdom"
285,"Herbert NITSCH ",94,94,94,0,2003-09-05,"Heart of Europe - 2nd Carinthian Freediving International","Austria"
286,"Davide CARRERA ",94,94,94,0,2009-04-03,"Vertical Blue 2009","Italy"
287,"Eric FATTAH ",94,94,94,0,2011-04-17,"Vertical Blue 2011","Canada"
288,"Jesper STECHMANN ",94,94,94,0,2012-09-09,"World Championship 2012","Denmark"
289,"Johan THELAUS ",94,96,89,4,2009-11-24,"Deans Blue Hole Rehearsal","Sweden"
290,"William WINRAM ",94,94,94,0,2013-05-20,"Caribbean Cup 2013","Canada"
291,"Robert KING ",94,94,94,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
292,"Robert KING ",94,94,94,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
293,"Robert KING ",94,94,94,0,2012-11-20,"Suunto Vertical Blue 2012","United States"
294,"Jacob HANSEN ",94,94,94,0,2010-09-26,"Triple Depth 2010","Denmark"
295,"Andrey MATVEENKO ",94,94,94,0,2015-05-13,"Russian National Open","Russian Federation"
296,"Michael BOARD ",94,94,94,0,2012-11-20,"Suunto Vertical Blue 2012","United Kingdom"
297,"Michael BOARD ",94,94,94,0,2012-11-20,"Suunto Vertical Blue 2012","United Kingdom"
298,"Michael BOARD ",94,94,94,0,2012-11-20,"Suunto Vertical Blue 2012","United Kingdom"
299,"Remy DUBERN ",94,94,94,0,2012-11-20,"Suunto Vertical Blue 2012","France"
300,"Remy DUBERN ",94,94,94,0,2012-11-20,"Suunto Vertical Blue 2012","France"
301,"Remy DUBERN ",94,94,94,0,2012-11-20,"Suunto Vertical Blue 2012","France"
302,"Stig PRYDS ",94,94,94,0,2014-08-25,"2014 AIDA EuroCup","Denmark"
303,"Stig PRYDS ",94,103,84,10,2015-09-11,"2015 AIDA Depth World Championships","Denmark"
304,"Tomoka FUKUDA ",94,94,0,0,2016-04-22,"Vertical Blue 2016","Japan"
305,"Tomoka FUKUDA ",94,94,94,0,2016-04-22,"Vertical Blue 2016","Japan"
306,"Hanako HIROSE ",94,94,94,0,2016-04-22,"Vertical Blue 2016","Japan"
307,"Mateusz Malina ",94,102,85,9,2012-08-20,"AIDA Red Sea World Cup","Poland"
308,"William TRUBRIDGE ",93,93,93,0,2016-05-26,"Caribbean Cup 2016","New Zealand"
309,"Jin WANG ",93,93,93,0,2016-05-25,"Freedive Panglao May Minicompetition","China"
310,"Davide CARRERA ",93,93,93,0,2015-11-01,"Big Blue","Italy"
311,"Martin STEPANEK ",93,93,93,0,2003-05-29,"Sony Freediver Open Classic 2003","Czech Republic"
312,"Natalia MOLCHANOVA ",93,93,93,0,2014-09-19,"AIDA Team World Championships 2014","Russian Federation"
313,"Dimitris CHATZIASLAN ",93,93,93,0,2010-09-26,"Hellenic Freediving Championships 2010","Greece"
314,"Max LINDQVIST ",93,93,93,0,2013-08-07,"Nordic Championship 2013","Sweden"
315,"Stephane TOURREAU ",93,93,93,0,2014-11-18,"Freediving World Competition","France"
316,"Stephane TOURREAU ",93,93,93,0,2015-06-20,"Nice Abyss Contest 2015","France"
317,"Stig PRYDS ",93,93,93,0,2014-08-27,"2014 Danish hampionships","Denmark"
318,"Adam STERN ",93,93,93,0,2015-04-27,"Suunto Vertical Blue 2015","Australia"
319,"Walid BOUDHIAF ",93,93,93,0,2012-11-20,"Suunto Vertical Blue 2012","Tunisia"
320,"Walid BOUDHIAF ",93,93,93,0,2012-11-20,"Suunto Vertical Blue 2012","Tunisia"
321,"Walid BOUDHIAF ",93,93,93,0,2012-11-20,"Suunto Vertical Blue 2012","Tunisia"
322,"Sofia Uribe GOMEZ ",93,93,93,0,2016-04-22,"Vertical Blue 2016","Colombia"
323,"Tomoka FUKUDA ",93,93,0,0,2016-04-22,"Vertical Blue 2016","Japan"
324,"Marianna KRUPNITSKAYA ",93,93,93,0,2016-04-22,"Vertical Blue 2016","Russian Federation"
325,"Jin WANG ",93,93,93,0,2016-05-25,"Freedive Panglao May Minicompetition","China"
326,"Alejandro  Lemus ",93,93,93,0,2015-04-27,"Suunto Vertical Blue 2015","Mexico"
327,"Samo JERANKO ",92,92,92,0,2016-11-03,"Red C cup","Slovenia"
328,"Aolin WANG ",92,92,92,0,2016-04-22,"Vertical Blue 2016","China"
329,"Ryuzo SHINOMIYA ",92,100,83,9,2008-09-03,"AIDA Team World Championships 2008","Japan"
330,"Walter STEYN ",92,92,92,0,2009-04-03,"Vertical Blue 2009","Australia"
331,"Jesper STECHMANN ",92,92,92,0,2014-09-19,"AIDA Team World Championships 2014","Denmark"
332,"Christian MALDAMÉ ",92,92,92,0,2010-07-06,"7th AIDA Team World Championship 2010","France"
333,"Morgan BOURCHIS ",92,92,92,0,2011-09-15,"AIDA Individual Depth World Championship 2011","France"
334,"David MULLINS ",92,104,79,13,2008-09-03,"AIDA Team World Championships 2008","New Zealand"
335,"Robert KING ",92,92,92,0,2012-08-20,"AIDA Red Sea World Cup","United States"
336,"Goran COLAK ",92,92,92,0,2014-09-19,"AIDA Team World Championships 2014","Croatia"
337,"Sara CAMPBELL ",92,92,92,0,2009-12-03,"5th AIDA Individual World Championship 2009","United Kingdom"
338,"William TRUBRIDGE ",92,92,92,0,2015-05-23,"Caribbean Cup 2015","New Zealand"
339,"Jacob HANSEN ",92,92,92,0,2009-12-03,"5th AIDA Individual World Championship 2009","Denmark"
340,"Božidar PETANI ",92,92,92,0,2014-09-19,"AIDA Team World Championships 2014","Croatia"
341,"Giorgos PANAGIOTAKIS ",92,92,92,0,2014-10-05,"DEPTH GAMES 2014","Greece"
342,"Giorgos PANAGIOTAKIS ",92,92,92,0,2015-08-16,"Cartoon Freedivers minicomp","Greece"
343,"Samo JERANKO ",92,92,92,0,2013-11-09,"Vertical Blue 2013","Slovenia"
344,"Antonijo KODERMAN ",92,92,87,5,2012-09-09,"World Championship 2012","Slovenia"
345,"Evgeny SYCHEV ",92,99,84,8,2014-11-27,"Suunto Vertical Blue","Russian Federation"
346,"Markus HELM ",92,92,92,0,2014-11-18,"Freediving World Competition","Austria"
347,"Michael BOARD ",92,92,92,0,2012-11-20,"Suunto Vertical Blue 2012","United Kingdom"
348,"Michael BOARD ",92,92,92,0,2012-11-20,"Suunto Vertical Blue 2012","United Kingdom"
349,"Michael BOARD ",92,92,92,0,2012-11-20,"Suunto Vertical Blue 2012","United Kingdom"
350,"Michael BOARD ",92,92,92,0,2014-08-25,"2014 AIDA EuroCup","United Kingdom"
351,"Remy DUBERN ",92,92,92,0,2012-11-20,"Suunto Vertical Blue 2012","France"
352,"Remy DUBERN ",92,92,92,0,2012-11-20,"Suunto Vertical Blue 2012","France"
353,"Remy DUBERN ",92,92,92,0,2012-11-20,"Suunto Vertical Blue 2012","France"
354,"Nick MEVOLI ",92,92,92,0,2013-05-20,"Caribbean Cup 2013","United States"
355,"Stig PRYDS ",92,92,92,0,2014-09-19,"AIDA Team World Championships 2014","Denmark"
356,"Misuzu OKAMOTO ",92,92,92,0,2015-04-27,"Suunto Vertical Blue 2015","Japan"
357,"Tetsuya YONETA ",92,92,92,0,2013-11-09,"Vertical Blue 2013","International"
358,"Hanako HIROSE ",92,92,92,0,2016-04-22,"Vertical Blue 2016","Japan"
359,"Kurt Chambers ",92,92,92,0,2015-11-01,"Big Blue","United States"
360,"Kurt Chambers ",92,92,92,0,2015-05-23,"Caribbean Cup 2015","United States"
361,"Alejandro  Lemus ",92,92,92,0,2013-11-09,"Vertical Blue 2013","Mexico"
362,"Timothy Oehmigen ",91,91,91,0,2016-07-24,"Freedive Panglao July Minicompetition","Germany"
363,"Davide CARRERA ",91,91,91,0,2009-04-03,"Vertical Blue 2009","Italy"
364,"Davide CARRERA ",91,91,91,0,2015-11-01,"Big Blue","Italy"
365,"Jesper STECHMANN ",91,91,91,0,2009-06-22,"2nd Mediterranean Freediving Meeting","Denmark"
366,"Morgan BOURCHIS ",91,91,91,0,2012-09-09,"World Championship 2012","France"
367,"Morgan BOURCHIS ",91,101,80,11,2015-09-11,"2015 AIDA Depth World Championships","France"
368,"William WINRAM ",91,96,85,6,2013-05-20,"Caribbean Cup 2013","Canada"
369,"Jure DAIC ",91,91,91,0,2010-06-14,"3rd Mediterranean Freediving Meeting","Slovenia"
370,"Patrick POGGI ",91,91,91,0,2015-09-11,"2015 AIDA Depth World Championships","France"
371,"Yuri SHMATKO ",91,91,91,0,2014-05-15,"Russian National","Russian Federation"
372,"Giorgos PANAGIOTAKIS ",91,102,79,12,2013-09-07,"AIDA Hellas SUMMER APNEA GAMES 2013","Greece"
373,"Evgeny SYCHEV ",91,91,91,0,2014-05-15,"Russian National","Russian Federation"
374,"Andrey MATVEENKO ",91,91,91,0,2014-07-29,"depth mini comps","Russian Federation"
375,"Alexandr BUBENCHIKOV ",91,91,91,0,2013-09-15,"AIDA INDIVIDUAL DEPHT WORLD CHAMPIONSHIP 2013","Ukraine"
376,"Remy DUBERN ",91,91,91,0,2013-07-06,"Nice Abyss contest 2013","France"
377,"Remy DUBERN ",91,91,91,0,2013-07-06,"Nice Abyss contest 2013","France"
378,"Stephane TOURREAU ",91,91,91,0,2014-06-12,"Nice Abyss Contest 2014","France"
379,"Guillaume BUSSIERE ",91,91,91,0,2014-06-12,"Nice Abyss Contest 2014","France"
380,"Nick MEVOLI ",91,91,91,0,2012-05-04,"Deja Blue 3","United States"
381,"Misuzu OKAMOTO ",91,91,91,0,2014-11-27,"Suunto Vertical Blue","Japan"
382,"Walid BOUDHIAF ",91,97,84,7,2013-05-20,"Caribbean Cup 2013","Tunisia"
383,"Sofia Uribe GOMEZ ",91,94,0,0,2016-04-22,"Vertical Blue 2016","Colombia"
384,"Marianna KRUPNITSKAYA ",91,91,91,0,2016-04-22,"Vertical Blue 2016","Russian Federation"
385,"Andrey MATVEENKO ",91,91,91,0,2016-05-18,"Russian Open National Championship","Russian Federation"
386,"Andrey MATVEENKO ",91,91,91,0,2016-05-18,"Russian Open National Championship","Russian Federation"
387,"Kurt Chambers ",91,91,91,0,2015-05-23,"Caribbean Cup 2015","United States"
388,"Alejandro  Lemus ",91,91,91,0,2015-05-23,"Caribbean Cup 2015","Mexico"
389,"Jonathan  Sunnex ",91,91,91,0,2012-06-24,"FREEDIVE DAHAB June minicomp","New Zealand"
390,"Jonathan  Sunnex ",91,91,91,0,2015-04-27,"Suunto Vertical Blue 2015","New Zealand"
391,"Dean Chaouche ",91,91,91,0,2015-04-27,"Suunto Vertical Blue 2015","United Kingdom"
392,"Tomoka FUKUDA ",90,90,90,0,2016-05-26,"Caribbean Cup 2016","Japan"
393,"Alenka ARTNIK ",90,90,90,0,2015-08-27,"RedCcup","Slovenia"
394,"Kurt Chambers ",90,96,83,6,2016-05-26,"Caribbean Cup 2016","United States"
395,"Herbert NITSCH ",90,90,90,0,2006-06-04,"Triple Depth 2006","Austria"
396,"Eric FATTAH ",90,90,90,0,2010-04-27,"Vertical Blue 2010 - the Suunto Dive-Off","Canada"
397,"Ryuzo SHINOMIYA ",90,90,90,0,2007-10-21,"Triple Depth","Japan"
398,"Ryuzo SHINOMIYA ",90,101,78,12,2009-12-03,"5th AIDA Individual World Championship 2009","Japan"
399,"Ryuzo SHINOMIYA ",90,90,90,0,2012-07-13,"Deep Water Cup 2012 OKINAWA","Japan"
400,"Ryuzo SHINOMIYA ",90,90,90,0,2013-05-20,"Caribbean Cup 2013","Japan"
401,"Timo JATTU ",90,90,90,0,2005-09-01,"1st AIDA Individual Constant Weight World Freediving Championship","Denmark"
402,"Jesper STECHMANN ",90,90,90,0,2010-04-29,"Bizzy Blue Hole 2010","Denmark"
403,"Jesper STECHMANN ",90,90,90,0,2010-07-06,"7th AIDA Team World Championship 2010","Denmark"
404,"Jesper STECHMANN ",90,90,90,0,2013-08-07,"Nordic Championship 2013","Denmark"
405,"Jesper STECHMANN ",90,90,90,0,2014-08-25,"2014 AIDA EuroCup","Denmark"
406,"Jesper STECHMANN ",90,103,76,14,2014-08-25,"2014 AIDA EuroCup","Denmark"
407,"Guillaume NÉRY ",90,90,90,0,2009-06-22,"2nd Mediterranean Freediving Meeting","France"
408,"Christian MALDAMÉ ",90,90,90,0,2009-10-24,"The Dahab Rubber Festival Competiton","France"
409,"Morgan BOURCHIS ",90,90,90,0,2013-07-06,"Nice Abyss contest 2013","France"
410,"Morgan BOURCHIS ",90,90,90,0,2013-07-06,"Nice Abyss contest 2013","France"
411,"Natalia MOLCHANOVA ",90,90,90,0,2011-04-17,"Vertical Blue 2011","Russian Federation"
412,"Alena ZABLOUDILOVÁ ",90,90,90,0,2012-11-20,"Suunto Vertical Blue 2012","Czech Republic"
413,"Alena ZABLOUDILOVÁ ",90,90,90,0,2012-11-20,"Suunto Vertical Blue 2012","Czech Republic"
414,"Alena ZABLOUDILOVÁ ",90,90,90,0,2012-11-20,"Suunto Vertical Blue 2012","Czech Republic"
415,"Alexey MOLCHANOV ",90,90,90,0,2009-09-06,"Triple Depth 2009","Russian Federation"
416,"Alexey MOLCHANOV ",90,90,90,0,2011-08-06,"Canadian Freediving National Competition 2011","Russian Federation"
417,"David MULLINS ",90,110,69,21,2013-03-22,"AIDA NZ Depth Nationals","New Zealand"
418,"Jure DAIC ",90,90,90,0,2009-12-03,"5th AIDA Individual World Championship 2009","Slovenia"
419,"Misuzu HIRAI ",90,90,90,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
420,"Misuzu HIRAI ",90,90,90,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
421,"Misuzu HIRAI ",90,90,90,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
422,"Annelie POMPE ",90,90,90,0,2014-10-14,"Triple Depth","Sweden"
423,"Per WESTIN ",90,90,90,0,2015-05-23,"Caribbean Cup 2015","Sweden"
424,"Kerian HIBBS ",90,90,90,0,2010-06-14,"3rd Mediterranean Freediving Meeting","New Zealand"
425,"Kerian HIBBS ",90,101,78,12,2010-06-14,"3rd Mediterranean Freediving Meeting","New Zealand"
426,"Robert KING ",90,90,90,0,2010-04-27,"Vertical Blue 2010 - the Suunto Dive-Off","United States"
427,"Robert KING ",90,90,90,0,2015-04-27,"Suunto Vertical Blue 2015","United States"
428,"Veljano ZANKI ",90,90,90,0,2012-09-09,"World Championship 2012","Croatia"
429,"Sara CAMPBELL ",90,90,90,0,2007-10-21,"Triple Depth","United Kingdom"
430,"William TRUBRIDGE ",90,90,90,0,2015-05-23,"Caribbean Cup 2015","New Zealand"
431,"Federico MANA ",90,90,90,0,2008-09-03,"AIDA Team World Championships 2008","Italy"
432,"Jacob HANSEN ",90,90,90,0,2010-06-14,"3rd Mediterranean Freediving Meeting","Denmark"
433,"Jacob HANSEN ",90,90,90,0,2010-07-06,"7th AIDA Team World Championship 2010","Denmark"
434,"Jacob HANSEN ",90,90,90,0,2012-09-09,"World Championship 2012","Denmark"
435,"Giorgos PANAGIOTAKIS ",90,103,76,14,2015-09-05,"2015 AIDA Depth World Championships Pre competition","Greece"
436,"Alejandro GUEDEZ ",90,90,90,0,2011-09-15,"AIDA Individual Depth World Championship 2011","Venezuela"
437,"Miguel LOZANO ",90,90,85,5,2011-06-23,"Triple Depth 2011","Spain"
438,"Markus HELM ",90,96,83,7,2014-11-18,"Freediving World Competition","Austria"
439,"Christos PAPADOPOULOS ",90,90,90,0,2014-08-25,"2014 AIDA EuroCup","Greece"
440,"Andrey MATVEENKO ",90,90,90,0,2014-09-19,"AIDA Team World Championships 2014","Russian Federation"
441,"Max LINDQVIST ",90,90,90,0,2012-11-06,"Bizzy mini comp","Sweden"
442,"Alexandr BUBENCHIKOV ",90,92,87,3,2014-09-19,"AIDA Team World Championships 2014","Ukraine"
443,"Remy DUBERN ",90,90,90,0,2012-11-20,"Suunto Vertical Blue 2012","France"
444,"Remy DUBERN ",90,90,90,0,2012-11-20,"Suunto Vertical Blue 2012","France"
445,"Remy DUBERN ",90,90,90,0,2012-11-20,"Suunto Vertical Blue 2012","France"
446,"Nick MEVOLI ",90,90,90,0,2013-10-05,"Deja Blue IV","United States"
447,"Petani BOZIDAR ",90,90,85,5,2012-09-09,"World Championship 2012","Croatia"
448,"Adam STERN ",90,90,90,0,2015-04-27,"Suunto Vertical Blue 2015","Australia"
449,"Misuzu OKAMOTO ",90,90,90,0,2015-09-11,"2015 AIDA Depth World Championships","Japan"
450,"Felix THIEDE ",90,90,90,0,2014-11-27,"Little Blue Hole Competition","Germany"
451,"Walid BOUDHIAF ",90,90,90,0,2012-11-20,"Suunto Vertical Blue 2012","Tunisia"
452,"Walid BOUDHIAF ",90,90,90,0,2012-11-20,"Suunto Vertical Blue 2012","Tunisia"
453,"Walid BOUDHIAF ",90,90,90,0,2012-11-20,"Suunto Vertical Blue 2012","Tunisia"
454,"Walid BOUDHIAF ",90,90,90,0,2013-05-20,"Caribbean Cup 2013","Tunisia"
455,"Akim ADHARI ",90,90,90,0,2013-06-23,"FREEDIVE DAHAB / BLUE IMMERSION June minicomp","Tunisia"
456,"Hanako HIROSE ",90,90,90,0,2016-04-22,"Vertical Blue 2016","Japan"
457,"Alfredo ROEN ",90,90,90,0,2016-04-22,"Vertical Blue 2016","Spain"
458,"Tomoka FUKUDA ",90,90,90,0,2016-05-26,"Caribbean Cup 2016","Japan"
459,"Alejandro  Lemus ",90,90,90,0,2013-05-20,"Caribbean Cup 2013","Mexico"
460,"Kurt Chambers ",90,96,90,0,2016-05-26,"Caribbean Cup 2016","United States"
461,"Jonathan  Sunnex ",90,90,90,0,2012-10-20,"TRIPLE DEPTH 2012","New Zealand"
462,"Nicolas GIRARDIN ",89,89,89,0,2016-11-02,"Blue Element 2016","France"
463,"Sofia Gomez Uribe ",89,89,89,0,2016-05-26,"Caribbean Cup 2016","Colombia"
464,"Ryuzo SHINOMIYA ",89,96,81,8,2007-10-27,"4th AIDA Individual World Championship","Japan"
465,"Walter STEYN ",89,90,87,2,2009-04-03,"Vertical Blue 2009","Australia"
466,"Anthony WILLIAMS ",89,95,82,7,2012-11-20,"Suunto Vertical Blue 2012","New Zealand"
467,"Anthony WILLIAMS ",89,95,82,7,2012-11-20,"Suunto Vertical Blue 2012","New Zealand"
468,"Anthony WILLIAMS ",89,95,82,7,2012-11-20,"Suunto Vertical Blue 2012","New Zealand"
469,"David MULLINS ",89,90,77,12,2007-10-21,"Triple Depth","New Zealand"
470,"Federico MANA ",89,89,89,0,2008-08-24,"Prechallenge 2008","Italy"
471,"Michael BOARD ",89,95,82,7,2015-06-10,"8th Mediterranean World Cup","United Kingdom"
472,"Adam STERN ",89,95,82,7,2015-04-27,"Suunto Vertical Blue 2015","Australia"
473,"Misuzu OKAMOTO ",89,89,89,0,2014-11-27,"Suunto Vertical Blue","Japan"
474,"Misuzu OKAMOTO ",89,89,89,0,2015-04-27,"Suunto Vertical Blue 2015","Japan"
475,"Marianna KRUPNITSKAYA ",89,89,89,0,2016-04-22,"Vertical Blue 2016","Russian Federation"
476,"Aolin WANG ",89,89,89,0,2016-04-22,"Vertical Blue 2016","China"
477,"Misuzu OKAMOTO ",89,89,89,0,2016-04-22,"Vertical Blue 2016","Japan"
478,"Sofia Gomez Uribe ",88,91,84,3,2016-05-26,"Caribbean Cup 2016","Colombia"
479,"Markus HELM ",88,88,88,0,2016-04-30,"Freedive Panglao Depth Challenge","Austria"
480,"Herbert NITSCH ",88,102,79,9,2004-06-14,"BIOS Freeology Open Classic 2004","Austria"
481,"Mandy-Rae CRUICKSHANK ",88,88,88,0,2007-04-29,"CAFA & USAA cosponsored national with guests","Canada"
482,"Guillaume NÉRY ",88,88,88,0,2006-12-09,"5th AIDA Freediving Team World Championship","France"
483,"Guillaume NÉRY ",88,88,88,0,2005-05-28,"CIPA Open of Nice","France"
484,"Christian MALDAMÉ ",88,88,88,0,2007-10-27,"4th AIDA Individual World Championship","France"
485,"Christian MALDAMÉ ",88,88,88,0,2008-07-25,"Mediterranean Freediving Meeting","France"
486,"Per WESTIN ",88,88,88,0,2015-05-23,"Caribbean Cup 2015","Sweden"
487,"Kerian HIBBS ",88,88,88,0,2010-07-06,"7th AIDA Team World Championship 2010","New Zealand"
488,"Robert KING ",88,93,82,6,2012-11-20,"Suunto Vertical Blue 2012","United States"
489,"Robert KING ",88,93,82,6,2012-11-20,"Suunto Vertical Blue 2012","United States"
490,"Robert KING ",88,93,82,6,2012-11-20,"Suunto Vertical Blue 2012","United States"
491,"Robert KING ",88,88,88,0,2014-11-27,"Suunto Vertical Blue","United States"
492,"Alfredo Roen MARTIN ",88,88,88,0,2011-04-17,"Vertical Blue 2011","Spain"
493,"Yuri SHMATKO ",88,88,88,0,2013-04-25,"Russian National Open","Russian Federation"
494,"Sara CAMPBELL ",88,88,88,0,2007-10-27,"4th AIDA Individual World Championship","United Kingdom"
495,"William TRUBRIDGE ",88,88,88,0,2007-10-21,"Triple Depth","New Zealand"
496,"William TRUBRIDGE ",88,90,55,33,2008-09-03,"AIDA Team World Championships 2008","New Zealand"
497,"Jacob HANSEN ",88,88,88,0,2010-06-14,"3rd Mediterranean Freediving Meeting","Denmark"
498,"Markus HELM ",88,88,88,0,2014-09-11,"Freedive Panglao Depth Challenge","Austria"
499,"Andrey MATVEENKO ",88,88,88,0,2014-07-29,"depth mini comps","Russian Federation"
500,"Andrey MATVEENKO ",88,100,75,13,2015-09-11,"2015 AIDA Depth World Championships","Russian Federation"
501,"Michael BOARD ",88,92,83,5,2012-11-20,"Suunto Vertical Blue 2012","United Kingdom"
502,"Michael BOARD ",88,92,83,5,2012-11-20,"Suunto Vertical Blue 2012","United Kingdom"
503,"Michael BOARD ",88,92,83,5,2012-11-20,"Suunto Vertical Blue 2012","United Kingdom"
504,"Stig PRYDS ",88,103,72,16,2015-05-25,"FreedivingWorld Competition","Denmark"
505,"Sayuri KINOSHITA ",88,88,88,0,2015-09-11,"2015 AIDA Depth World Championships","Japan"
506,"Misuzu OKAMOTO ",88,88,88,0,2013-11-09,"Vertical Blue 2013","Japan"
507,"Hanako HIROSE ",88,88,88,0,2016-04-22,"Vertical Blue 2016","Japan"
508,"Alfredo ROEN ",88,100,87,1,2016-04-22,"Vertical Blue 2016","Spain"
509,"Kurt Chambers ",88,101,74,14,2015-11-01,"Big Blue","United States"
510,"Sofia Uribe GOMEZ ",87,96,77,9,2016-05-26,"Caribbean Cup 2016","Colombia"
511,"Walter STEYN ",87,87,87,0,2009-04-03,"Vertical Blue 2009","Australia"
512,"Guillaume NÉRY ",87,87,87,0,2002-08-31,"WR Attempt - Nery Guillaume","France"
513,"Alena ZABLOUDILOVÁ ",87,87,87,0,2012-06-24,"FREEDIVE DAHAB June minicomp","Czech Republic"
514,"Misuzu HIRAI ",87,87,87,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
515,"Misuzu HIRAI ",87,87,87,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
516,"Misuzu HIRAI ",87,87,87,0,2012-11-20,"Suunto Vertical Blue 2012","Japan"
517,"Robert KING ",87,87,87,0,2010-04-27,"Vertical Blue 2010 - the Suunto Dive-Off","United States"
518,"Robert KING ",87,94,79,8,2012-08-20,"AIDA Red Sea World Cup","United States"
519,"Alon RIVKIND ",87,87,87,0,2015-09-11,"2015 AIDA Depth World Championships","Israel"
520,"Michal RISIAN ",87,101,72,15,2011-09-15,"AIDA Individual Depth World Championship 2011","Slovakia"
521,"Samo JERANKO ",87,87,87,0,2013-11-09,"Vertical Blue 2013","Slovenia"
